,business_id,city,is_open,latitude,longitude,postal_code,state
165,xSLdQjPgMhBrNIEtUgdWUA,Tucker,1,33.8507753117,-84.209299451,30084,GA
180,FfMD15rgA4gHG9beoEkZ8Q,Stone Mountain,0,33.7992549,-84.2139196,30083,GA
182,zY12NvWB5QKNuLh9tbLEsA,Atlanta,1,33.8551066087,-84.3133151086,30329,GA
187,fDJm1OQWJg6XyuVTcxoemg,Hingham,1,42.2156072,-70.8851316,02043,MA
190,r_sOAVfNPaXrpjznZpuxeg,Portland,1,45.5274187,-122.6844472,97209,OR
195,zYMjNc-Q7-T238SHylKgKA,Tigard,0,45.4158590681,-122.7914564083,97224,OR
199,Pk4ZwXwUU50BDn5gqw_rKg,Austin,1,30.162081,-97.789132,78748,TX
200,UKIBQrRbY_jo52yHWcZE8g,Portland,0,45.5210363,-122.6766335,97204,OR
205,V0rGM46G0x2cy9RfUt1qPQ,Braintree,1,42.206267,-71.024461,02184,MA
207,diB_y_0tPzz-OAe5xgFXtw,Atlanta,1,33.8275823,-84.328604,30329,GA
209,HVpIq8w2SMZK9MQT9u3yng,Danvers,1,42.5516861338,-70.9331208712,01923,MA
216,v7w5h6JMrhumvoJA8n5VZQ,Oviedo,1,28.6182223633,-81.2649572735,32765,FL
218,ZaMMUcOIngBCgxuKxFzfqg,Columbus,1,39.919976,-83.1258222,43228,OH
220,y030N-DD6G7lfWHO4A6ezw,Orlando,1,28.3732694002,-81.5030797147,32821,FL
221,fD9EopsUWvimsi4eaS7uMA,Quincy,1,42.2722338,-71.02395,02171,MA
228,SHHxhkzbKBKvv2Mqe2Ylrw,Melrose,1,42.468583,-71.0681737,02176,MA
232,N6usNa3_rcYOb8NQ7-Wq3A,Cambridge,0,42.3726938016,-71.0991704464,02139,MA
236,FRB3u9Y2boOGDjyQQo7UgA,Watertown,0,42.361382,-71.158536,02472,MA
238,qxnHt71f5BHVmzWKDTRCyA,Kissimmee,1,28.2992975165,-81.554198355,34747,FL
242,m_a0-8_wR1ypvZzDGeSIgA,Kyle,1,30.0134653475,-97.8636249301,78640,TX
247,7IPhANX229XHo6I5w_BzxA,Portland,1,45.522063,-122.579848,97216,OR
248,iDcT8noFyv1sEVzzEWq1ow,Roslindale,1,42.274196,-71.115652,02131,MA
251,7ee6XyKyeduI-Rbc6L5j2Q,Vancouver,0,49.2440788,-123.0633372,V5N 2T5,BC
252,GyglPdfJM89if_5XSBIN7Q,Portland,1,45.5214333486,-122.683917135,97205,OR
253,Ieelu69Y23nbjKG3OGfwnw,Austin,1,30.2321333363,-97.8231829405,78735,TX
258,IFB2K3BEZ2L_Mv5AbUD26Q,Austin,1,30.2669961,-97.7453625,78701,TX
266,_WTQPEX3oNVT8cSz9UKsFQ,Richmond,1,49.1871609,-123.1313808,V6X 4B5,BC
267,fBvQQUk1-V9IUA8PbuYFWg,Austin,1,30.2666386,-97.7436592,78701,TX
269,4f1MpunVzcEZ2v4HNQa2uw,Portland,0,45.5130803159,-122.6762986556,97201,OR
276,bBNCUzEJZn8ASQ5LNWOHEg,Stoughton,1,42.1018007,-71.0665358,02072,MA
277,LjQ_z_eYTvbPkdnxD_Ucrw,Austin,1,30.3729298,-97.7240756,78758,TX
279,9Bt9MMtmjPB6IykEMrFB7A,Burlington,1,42.4852702,-71.2121289,01803,MA
280,C1Jkjsqoz1AsYJy28IosQg,Columbus,1,39.9121393441,-82.8802343968,43232,OH
282,NcFYw0jBKldrNXkhEzJnSg,Charlestown,0,42.378711,-71.062136,02129,MA
287,RCu6rMEuzYobGOSVws40fQ,Braintree,0,42.1987675,-71.0003282,02184,MA
288,f8V8ZAkASQCieNft2miQIQ,Columbus,0,40.0864583,-82.9501165,43231,OH
289,GH3D02sDvOT4A9JxgL0sxg,Atlanta,0,33.7826388,-84.4115507,30318,GA
290,lyhNDfX8UatlRO5H3Kfccg,Portland,1,45.554568,-122.675674,97217,OR
295,FJ-r3hOMbcq0p7Z5yH9oew,Kissimmee,1,28.3417838,-81.4216743,34741,FL
308,AaNj_9KNy9t1H1cu1NCNLQ,North Vancouver,1,49.310091,-123.041686,V7J 3V8,BC
310,Xz6aqENKlT4FU-ZBvrf_ow,Orlando,1,28.464982,-81.390952,32809,FL
312,6Y0lQh4O-9JCutgyuMNq0g,Atlanta,1,33.788608261,-84.3690906035,30306,GA
313,PZ9MNSdve4iiG87D2lh_Ow,Beaverton,1,45.4935085,-122.8529243,97006,OR
323,SI0R_Fw7kFc_2bO_SX2rqw,Burlington,1,42.485395,-71.210903,01803,MA
325,DgJSDdnPOvLCCyuryIh-3Q,Portland,1,45.496485,-122.626764,97202,OR
331,UbP_JuB-zHHfLz2dvKe9yw,Austin,1,30.1925973,-97.7386784,78744,TX
335,PP4IjZwLwBqFT3AlnEhajw,Peabody,1,42.5272163,-70.9936175,01960,MA
339,hfoHYhD4uzqsHQDxKMFnQw,Boulder,0,40.0083525,-105.2765998,80302,CO
341,loRoCo53b30zgHZ_mIMatQ,Boston,1,42.3418764,-71.055116,02127,MA
349,aoH2NWs312ES--8bJTDJEw,Saugus,1,42.4957023,-71.0167222,01906,MA
359,1v_htWzNQLyhhNG4ibMt5Q,Needham,0,42.2801359,-71.2361292,02492,MA
360,Ziix5uzW9hJu5nYDxCmm1Q,Boulder,0,40.0171515159,-105.2555162737,80301,CO
362,_nzPPOik-fYE1i4LqKutIQ,Milwaukie,1,45.404002,-122.621769,97267,OR
369,mw_qxZJraNu7Q6u0GkcMew,Orlando,1,28.4518821484,-81.487382886,32819,FL
376,fMZRia9Jq8CXgP3Wna6_gg,Portland,1,45.5425541,-122.6033063,97213,OR
383,-Eg1pMVoWg8YR6-O4QuTxw,Boston,1,42.343415,-71.099013,02215,MA
385,A2EQ-c_AaRoTmRGfO-HByQ,Portland,1,45.512154,-122.6431199,97214,OR
388,N78TSwxdXeYZaKZsyvkryA,Boston,1,42.3379247,-71.074729,02118,MA
390,eOnMGfoj3YOxGPDjrDE-sg,Austin,1,30.4183815514,-97.7019745078,78727,TX
393,n-_p1jwGCbZT9YaTbugsdw,Orlando,1,28.5534641199,-81.3649773955,32803,FL
394,6DcaOhKuSj6TzSDH9xHOnQ,Atlanta,1,33.8116376253,-84.3572405323,30324,GA
395,F0n25o5lpaFJpEW8DFS8Ww,Austin,1,30.3075574,-97.9262186,78738,TX
401,88VLUjOxXyayaaSFS_K4Dw,Cocoa,1,28.3547972,-80.7259893,32922,FL
405,BICRl8FOudjjloh1kc9Glw,Orlando,1,28.4913358,-81.4287783,32839,FL
409,XqaO85CV9Km7m_aQ3iIpRA,Richmond,1,49.1668313,-123.1377469,V6Y 2B6,BC
410,1iU41Mf9FGZACZZmdaemaw,Portland,0,45.5172228,-122.6810692,97205,OR
413,lUutRoZOtqOgrBuCLdpD-A,West Roxbury,1,42.2764590193,-71.1667689998,02132,MA
416,0wHq30wgfCaBHI-Bm6PwoA,Atlanta,0,33.9259745,-84.3781593,30328,GA
417,D_i7FJvOLcnu2uMZ-TGV3A,Tigard,1,45.4433264,-122.8033274,97223,OR
432,KBSGRQOYZqR0reJR_2osBw,Decatur,1,33.6832923,-84.2329644,30034,GA
433,CKDU9kpeLQy56_X0urimfA,Lake Buena Vista,1,28.3717155355,-81.5178891589,32836,FL
434,wVlxPWwFL-MrzCXim-UfWg,Salem,1,42.520415,-70.8916573,01970,MA
435,tcreyfoiR2NFMuEz0UClrg,Vancouver,1,49.2890522,-123.1394572,V6G 2M4,BC
449,Dz3GF5EvC3kzM-Jf_nLCDw,Portland,1,45.526686131,-122.5382611156,97220,OR
453,WBUbLi1jF1PWEU5uOpErYA,Lake Mary,1,28.7555050876,-81.3445938699,32746,FL
454,kGV9HdKya6vBZq4Ir2sNbA,Randolph,0,42.1634917,-71.0409924,02368,MA
460,FYdXoYjeG8U59mhRqS7k5g,Coquitlam,1,49.279852,-122.798073,V3B 5R5,BC
463,Eexegu4YJJd1kgCxjTHv8w,Weymouth,1,42.2152546,-70.9235181,02189,MA
465,MYainrGOUR9OGC0eXqpkuA,Burnaby,1,49.254865,-123.020418,V5G 4V4,BC
466,CZXrdxJsQtrSS41A7IVDWQ,Framingham,0,42.298532,-71.399635,01702,MA
472,F5_NonP-uoq4v3qplmjiLA,Beverly,1,42.5485043,-70.8787593,01915,MA
474,LzqmHdwLkAsd4asB0dc5_A,Portland,0,45.5591054,-122.6512761,97211,OR
479,Q7SAbnbAhr5n3_S6tF0fQg,Bee Cave,0,30.3069183783,-97.9384293312,78738,TX
483,E4ejoHJHIOvVhkca3kWRuQ,Portland,1,45.4977464697,-122.6360719,97202,OR
485,nDr6VgO_4N6N_XvAkMYFwA,Kissimmee,1,28.346621,-81.610219,34747,FL
488,cQUaUM1vq7QiOVuxE-GFqw,Allston,0,42.3635433,-71.1295592,02134,MA
490,FrFDIPBzRbFVfanxG4wcNQ,Columbus,1,40.0147968,-83.0014099,43202,OH
495,SRHQEF2-VPS_dl1_ZDH0gA,Portland,1,45.4789575,-122.6202643,97255,OR
497,ynM2sHgvOG4DBJNDf1GKUQ,Orlando,1,28.5142749,-81.1543345,32828,FL
502,TDT5DiZ9preK1ad0AFLlDw,Vancouver,1,49.2623212,-123.089898,V5T 1X6,BC
503,P0l1XH6KHqo6rk-R03SDXA,Grove City,1,39.879124,-83.04617,43123,OH
505,cl8_roQGXbifAdRyFlk03g,Portland,0,45.5234782,-122.6972354,97210,OR
512,4YpDKbN5fjeduPVxE1f2Kw,Woburn,1,42.468564,-71.178455,01801,MA
514,hrCpuDlWfbFHHr9I8W6O-A,North Vancouver,1,49.3102265171,-123.0819049048,V7M 3K7,BC
516,U4sddbqRBCS4Km-B7y3vBA,Portland,1,45.4827956,-122.6760019,97239,OR
521,xY6MCYdKz339KxII-_ekFA,Watertown,1,42.3633808318,-71.1950764361,02472,MA
523,pGpDZ4nV9FuojeVFy037rg,Atlanta,0,33.7868725,-84.3825721,30361,GA
524,wat2sEhiFtl41azQ0UBjSg,Coquitlam,1,49.2500582025,-122.8924229495,V3J 1N7,BC
532,DtOUYfEGFJ8y7YC5VnM9UA,Orlando,0,28.5412869,-81.3768161,32801,FL
534,PDwWsE6XYJPR83HrBSDFIg,Powell,1,40.1575346,-83.08787,43065,OH
535,RG14VD07mNN-oXeTAYB8Fg,Austin,0,30.2905467,-97.7446487,78705,TX
542,573kl0gJWMq6LFNUyCudpw,Beaverton,1,45.4754952717,-122.8013773242,97005,OR
551,42bggNbPWdC2_2vWh7w8nw,Boston,1,42.364992,-71.062266,02114,MA
556,0huNwZ4v24LoCu_MgyRFMA,Peabody,0,42.5355857,-70.9171059,01960,MA
559,fDagm540ieAAh5G9LA27Yg,Austin,1,30.393005,-97.706731,78758,TX
562,iq2n_LJgdZZ6FpoQZTpD2g,North Vancouver,1,49.321967,-123.072807,V7M 1R7,BC
563,Y25fgtFHdoV9rA74v5tFDg,Orlando,0,28.5407648,-81.3776482,32801,FL
564,uUBBx7zH6JJYw4t7RsQRQA,Winchester,1,42.4593125,-71.1399081,01890,MA
570,t4Fd0eafK2KWFkV-afxxPA,Austin,1,30.4177173,-97.7007401,78727,TX
571,D8-ssK_8w1WBajKCXUG5Uw,Quincy,1,42.2762493274,-71.0088366667,02170,MA
574,GvLnnALFOCdxdUrUCSfs-Q,Portland,0,45.517338,-122.563968,97216,OR
578,RzpmK85n8n8RE4Th8GFAog,Roslindale,1,42.2860974,-71.1367909,02131,MA
582,ORhpT5x2G4hewGQn7_oWmA,Lake Oswego,1,45.4160477657,-122.7200023379,97035,OR
586,SvTMnKWgV4AMH6Y2g_vRPQ,Oregon City,0,45.3560801,-122.6050771,97045,OR
587,Fk6ukR0VYItru6FKSg9HWw,Vancouver,0,45.6244557093,-122.5899080327,98664,WA
592,9JRIp0cJUtCV_-riFGmDnQ,Richmond,1,49.1972558564,-123.1743979454,V7B 1Y7,BC
593,or-Kyw7kmNin1pWbu2RLJw,Boulder,1,40.0200923,-105.2776553,80302,CO
594,sJNMic9YAN7rSy8RnHZ0qw,Portland,1,45.5459972,-122.5785237,97220,OR
596,7lRIEq5_tBBR1T9d_vTDvQ,Coquitlam,1,49.2492979664,-122.867572733,V3K 3N9,BC
598,9c0TJ0m9Jq-PVyXUGzCT0A,Vancouver,1,45.629776,-122.671961,98660,WA
603,fRi0NgK65Inn8x9Pak9yMg,Columbus,1,40.0858653,-82.9649575,43229,OH
611,zyBC3BUkH9klhPhMyQmxAQ,Hillsboro,1,45.5355829092,-122.8767311951,97124,OR
613,_TTsA0J7UfNkVyjp45G79Q,Dublin,1,40.073398,-83.132336,43016,OH
618,P-5Ze1LN_KqrWBhha-kJTA,Delaware,1,40.2994699,-83.0674219,43015,OH
619,GSzYkEVt4noryLU39oFdbQ,Marietta,0,33.9214823922,-84.4682078923,30067,GA
621,tXcr_zjVJBO-sRIF_Pn44A,Austin,0,30.224735,-97.772428,78736,TX
637,GzlroXsuFyMDv8qS2VM3kw,Wellesley,1,42.3103234,-71.2768182,02481,MA
639,q5VXVDhIeFlfofTn_PKxCQ,Sanford,1,28.808765,-81.265112,32771,FL
655,tjCT7EyHjDxnB5NCjxCnRg,Portland,1,45.5289822,-122.6831063,97209,OR
657,5Bc3U8qu9sYE_hoC7IIorA,Atlanta,1,33.8858625,-84.2583752,30341,GA
658,HOQw78QIGe3shVx5rMpiCw,Austin,0,30.27125,-97.731588,78702,TX
660,QLavaVgcy8u0gpYbSPLEqw,Portland,1,45.5247072,-122.8155379,97229,OR
664,YIMAkkwK_8sBlUEnesSCZA,Vancouver,1,45.669005,-122.628505,98661,WA
669,_rt-Z934kfFzgG19nTrIcQ,Austin,1,30.2688384,-97.7365492,78701,TX
670,uMPGs_Jc1fBoxeGrCKqRiw,Portland,1,45.533263,-122.5373376,97230,OR
676,ijXamJnJ1oVGKon_K-DYpA,Newton,1,42.3214163153,-71.1752104658,02467,MA
680,Ttdi1GklLuUL2Jfz25NAOQ,Vancouver,1,45.643388,-122.610665,98661,WA
681,A-xLw4u4wYusT1A2N-1Vxw,Somerville,1,42.3835307,-71.1131702,02143,MA
688,7rywsRbSoBNgQo-jNFrOAw,Vancouver,0,49.2715122,-123.1548322,V6K 3E7,BC
689,ZnZRIs5GmA9VGa_RwFsHaQ,Powell,1,40.153431,-83.1289626,43065,OH
700,d6VLOHtN035hHLrGaF2-pQ,Cambridge,0,42.3719262,-71.0857741535,02141,MA
702,B1wPqWap-W8mkAgzt2qeNA,Lynn,0,42.479794,-70.942541,01902,MA
703,zQRbAOceJyC7xVBBRny2HQ,Orlando,1,28.5572082,-81.36474,32803,FL
705,fTSKD2e4FTyUbHCl93t1ow,Somerville,1,42.382105,-71.1018281,02143,MA
706,JT4iSwV0aAlK68SCRNImZg,Austin,0,30.2613776,-97.7142394,78702,TX
710,FuQExkWBNIYRXShoP9eiog,Atlanta,1,33.6169406,-84.4057349,30349,GA
713,mvCO6pRpfMB0_1GLlwgZRw,Vancouver,1,49.2630454634,-123.112614326,V5Y 4A8,BC
716,Z1eRppVpwQXgzAxAc1unTA,Burnaby,1,49.2193525649,-122.9706721008,V5E 1C5,BC
727,jyBiQI0XtESTGHXODCFsJQ,Vancouver,1,49.2680701,-123.1475085,V6J 1M4,BC
732,B4Y_wHDK7I84ZNs7Xuu8Uw,Oviedo,0,28.651225,-81.2086378,32765,FL
737,PGp6WaZz8OdhyTc6cUbTUw,Lewis Center,1,40.1561535998,-83.0009796,43035,OH
738,LSmYTw4HvU0lDBK4Mg2KyQ,Boston,1,42.3383941,-71.0498008,02127,MA
739,Wo7xNKWlq3i5q20VkBb6IQ,Orlando,1,28.5105029935,-81.1561918371,32828,FL
742,cgJxqaZxWYPB4IhRzA-TxQ,Atlanta,0,33.7817985,-84.4078676,30318,GA
743,hZOYhhNMP_yiR7QJT4qawg,Allston,1,42.3529528,-71.1329989,02134,MA
751,EvVCF3mompCg3PPkpqip2A,Vancouver,1,49.2640755304,-123.1659137158,V6K 2G3,BC
755,r8pjKaza0jJLF9g0aeFVYA,Kissimmee,1,28.3039488,-81.3935772,34744,FL
757,Hfg_gRsUCEE1-CdFVxa0dw,Atlanta,1,33.8426915242,-84.3704558133,30305,GA
759,8ZxffAyJYBa_nrQSkKMcRg,Vancouver,0,49.2682315,-123.1488691,V6J 1M7,BC
761,IpNJfLJ6R3RjZJF_ucGaZA,Sanford,1,28.811882,-81.344261,32771,FL
765,f2wQu-vRn4dPMU4ZdEbVew,Burnaby,0,49.280949,-123.0091785,V5C 2J5,BC
773,rqbUAI4JfxceQRBMDrxCdw,Allston,0,42.3522867,-71.1321838,02134,MA
777,Wb-S3JBo1ulOiDFv6t9YWg,Salem,1,42.5339175,-70.8871985,01970,MA
778,J8Ha6yIvGoU-E31jnCq7Ew,Austin,1,30.3412737662,-97.7383886364,78757,TX
785,OwYx-mYJ0lYIFVaH9LH5gw,Kissimmee,0,28.3049666,-81.4348508,34741,FL
788,W4S9PIWTfRlW2lwPPunFvg,Portland,0,45.5375748,-122.7083825,97210,OR
801,zZIWHmITwqaC8OhnPkjEIQ,Austin,1,30.3059071,-97.7431556,78756,TX
816,S72ahVmIDe-6TyUpE7vAbQ,Austin,1,30.2848948,-97.7367519,78712,TX
818,jh07n3CFoc8gskZ8F-2g9w,Atlanta,1,33.847331,-84.372713,30305,GA
821,bgiYHi1XjnOe_eZtcRq55g,Portland,1,45.512267,-122.6323559,97214,OR
822,xLiiQ-MV2ZVpYtu9Sht4hw,Boston,1,42.3645177,-71.061731,02114,MA
825,jVEZVYCGGUgeTcA_aPG8fQ,Vancouver,0,49.2827437787,-123.1045918426,V6B 2J2,BC
842,h6b_e9Umiau5osfScdR4Ww,Boston,0,42.3486744,-71.0836219,02116,MA
847,OFwU816bVkCB7jMXbn1T_w,Columbus,0,39.950839,-83.003797,43215,OH
850,wL2bLGtwhEFaBk1nw4hfRg,Boston,1,42.366045,-71.016468,02128,MA
851,V0rxT9YujJKLCcDHapaeyA,Portland,0,45.53217,-122.699013,97210,OR
862,ha4EZP8LSROUcrZhQWeXQQ,Orlando,0,28.543402,-81.367959,32801,FL
868,yfU-tGTDMdF6nKISzb25-g,Dublin,0,40.0761750387,-83.1411534,43016,OH
869,xGXzsc-hzam-VArK6eTvtw,Somerville,1,42.3954502,-71.121741,02144,MA
873,ob2Bplta28zhLbLPoaSL3Q,Orlando,0,28.441489699999998,-81.4712016,32819,FL
879,pKvT7mixZLS3bJoxzsVbPw,College Park,1,33.6537153,-84.4498588,30337,GA
880,-OmEmU8sds0dcsDDSoce-g,Kissimmee,0,28.3345534,-81.5008796,34746,FL
882,rDLPdfI6TOsQlTf6AQaCTA,Delta,1,49.134882957,-122.8919201082,V4C 6P5,BC
893,qrewjzLzfkSClGbc_1tbyA,Casselberry,1,28.672014,-81.33854,32707,FL
899,w89ay2pZDTd-3cJsRlx22Q,Austin,1,30.318749,-97.73152,78756,TX
908,r5JlZN9q8WDG7Vs8R6TL1Q,Beaverton,0,45.486902,-122.7798425,97005,OR
912,d1v5L_0HDvkFhSPx5CfGyw,Vancouver,0,49.2874677,-123.1287922,V6E 2B1,BC
914,At7qKvhtczclWA1TubAayQ,Everett,1,42.4146976,-71.0480985,02149,MA
919,SCTXzt94jEqTG85YdM3UjA,Boulder,0,40.0171191,-105.2569101,80301,CO
925,9H0qPMmkJnK0m22rJa_AZg,Richmond,1,49.210252,-123.140755,V6X 2C2,BC
927,dynb8-X4bGTl_BSX9ZxlPA,Columbus,1,40.0217904,-83.0136254,43202,OH
936,9pMr0WgcKdDf6DxyNIIsaQ,Portland,0,45.5260759,-122.6819204,97209,OR
947,z9iqrmwKkaJl429Mrfs3Yg,Portland,0,45.5238168,-122.6808522,97209,OR
957,YKwVqpzIUv97eH-67_8kHA,Austin,1,30.304773,-97.934122,78738,TX
958,h5woWSZjiPcJzLIAfpx-3Q,Burnaby,0,49.2255205,-122.9883377,V5H 2G1,BC
966,LMBo7Dv-5jSTrUgiDkjE9Q,Orlando,0,28.5553662396,-81.2026464148,32828,FL
972,5Ar1f4nBT7F3YHoo9wWPjQ,Lynnfield,1,42.5122081,-71.0246581,01940,MA
974,JcxSnoXt1q6LdSEgwJsdRQ,Vancouver,1,49.263047,-123.117827,V5Z 3J2,BC
975,Twl0z_0h_JvJDKS2lxPjVA,Peabody,1,42.5488738,-71.0063637,01960,MA
976,mQ40Ai6OEPkR90GguM9ELQ,Portland,0,45.5627869,-122.6755114,97217,OR
977,sCeUEBoPePy5KTf6iTAGqA,Portland,0,45.4544583,-122.5787463,97266,OR
979,WJJajrWufzhcnaP43jPIDA,Vancouver,1,49.2853482,-123.1206773,V6E 1B2,BC
984,meNKSbzydv2C5RquOqFZAQ,Vancouver,0,49.2835046,-123.1047979,V6B 1A5,BC
996,LOiS95cRQbPrbRZ2-fMXbg,Atlanta,1,33.758258,-84.3484743,30307,GA
1003,SrykgwUBIaqNwqvu7JKMqQ,Orlando,0,28.3533325,-81.4051029,32837,FL
1004,deSmaMe9aoGTPI_-hpucvA,Orlando,1,28.5676358,-81.2784124,32807,FL
1005,SALa3MhzFBKVGkzphbYrqQ,Orlando,0,28.4912556,-81.3731596,32806,FL
1006,VpDVMno9lQFT9fmz2pWMjQ,Portland,1,45.5265522,-122.688183,97209,OR
1008,3JrdnGYWUzUzepplmi7HlA,Orlando,1,28.411547,-81.240481,32832,FL
1010,mW4zQv4EMCWvBm-w2DDsmw,Austin,1,30.415048,-97.6956507,78727,TX
1014,HNY4r-VnJq9JlnQQfdnyZQ,Boston,1,42.352114,-71.064379,02116,MA
1018,QNGH0tBF02aA8QrkVuBgDg,Longwood,1,28.6975152,-81.3625837,32750,FL
1021,MASEgGo5kk8AKnMP4s5MRg,Columbus,1,40.0104353,-83.0105431,43202,OH
1023,w3HSOOqJednBOYbO3fajvQ,Vancouver,1,49.2572813531,-123.0897673308,V5T 2R6,BC
1027,JpnTfmWmeo0YQEEFdam_MQ,Wellesley,1,42.3254256281,-71.2600682011,02481,MA
1041,1xUi8WFZFV2PRkO7V04XVA,Decatur,0,33.810452,-84.270777,30033,GA
1043,XbB45YpsaI2qg2s3qBfYyg,Altamonte Springs,1,28.663583,-81.392766,32714,FL
1044,Mw9Locfp_Qc_T_QDyLR3cQ,Orlando,1,28.5234748,-81.3440402,32806,FL
1050,wv314cvTXt7-0dr0SpCQAw,Reading,1,42.519645,-71.092429,01867,MA
1052,XPuDaxtlL9FoTWsmoGo4Ew,Portland,0,45.5211215191,-122.6835216,97205,OR
